技專校院,1065,吳鳳科技大學,"27,853,000",,
技專校院,1066,環球科技大學,"7,670,000",,
技專校院,1068,中州科技大學,"5,144,000",,
技專校院,1069,修平科技大學,"51,579,000",,
技專校院,1070,長庚科技大學,"59,378,000",,
技專校院,1071,臺北城市科技大學,"27,922,000",,
技專校院,1072,敏實科技大學,"6,716,600",,
技專校院,1073,醒吾科技大學,"68,619,000",,
技專校院,1075,文藻外語大學,"65,159,000",,
技專校院,1076,華夏科技大學,"30,311,000",,
技專校院,1077,慈濟科技大學,"48,609,750",,
技專校院,1078,致理科技大學,"79,346,000",,
技專校院,1080,宏國德霖科技大學,"23,148,000",,
技專校院,1082,崇右影藝科技大學,"13,380,000",,
技專校院,1083,台北海洋科技大學,"24,625,000",,
技專校院,1148,大漢技術學院,"9,936,550",,
技專校院,1166,亞東技術學院,"28,000,000",,
技專校院,1168,南亞技術學院,"13,892,000",,
技專校院,1182,蘭陽技術學院,"716,154",,
技專校院,1183,黎明技術學院,"19,600,000",,
技專校院,1185,經國管理暨健康學院,"10,920,000",,
技專校院,1188,大同技術學院,"2,527,000",,
技專校院,1282,馬偕醫護管理專科學校,"25,795,000",,
技專校院,1283,仁德醫護管理專科學校,"26,572,000",,
技專校院,1284,樹人醫護管理專科學校,"32,620,000",,
技專校院,1285,慈惠醫護管理專科學校,"25,062,000",,
技專校院,1286,耕莘健康管理專科學校,"34,429,000",,
技專校院,1287,敏惠醫護管理專科學校,"15,804,723",,
技專校院,1289,育英醫護管理專科學校,"10,477,096",,
技專校院,1290,崇仁醫護管理專科學校,"17,042,000",,
技專校院,1291,聖母醫護管理專科學校,"11,860,000",,
技專校院,1292,新生醫護管理專科學校,"21,214,000",,
,,,,,
,"備註：
1. 學校排序係依教育部統計處學校代碼呈現。
2. 不含聖約翰科技大學、東方設計大學(2校預定於7-8月核定)；臺灣觀光學院、和春技術學院無申請補助。
3. 以上經費含第一部分(主冊、附冊USR、附錄一就學協助、附錄二原住民輔導)及第二部分研究中心經費。",,,,
,,,,,
,大學社會責任補助計畫(USR)-一般大學,,,,
類別,序號,分區,學校,計畫類型,計畫名稱
一般大學,1,北北基,國立臺灣大學,大學特色類萌芽型,大學PLUStotheGalaxy：邁向全球在地學習基地的共學生態系
一般大學,,,,大學特色類萌芽型,永續【雲‧林】與食農共榮-社會創新實踐計畫
一般大學,,,,大學特色類萌芽型,全球衛生的在地參與
一般大學,2,北北基,國立陽明交通大學,大學特色類萌芽型,部落之星：智慧偏鄉健康培力計畫Tribalstarincubation:IntelligentHEAlthforRemoTeareas(iHEART)
一般大學,,,,大學特色類萌芽型,社區高齡活化大行動-強化體能、智能、技能之社會實踐
一般大學,3,北北基,國立臺灣師範大學,大學特色類萌芽型,深耕偏鄉教育：加廣、加深、無縫
一般大學,,,,大學特色類萌芽型,高齡者長健全方位系統升級計畫—營造永續高齡友善社區
一般大學,4,北北基,臺北市立大學,大學特色類萌芽型,推動活躍老化運動學院‧點亮都會健康樂齡活力
一般大學,,,,大學特色類萌芽型,Vision2025－TAIPEIWAY社區共生網路
一般大學,5,北北基,國立政治大學,大學特色類深耕型,「興隆安康．共好文山」大學與社區共善計畫
一般大學,,,,大學特色類萌芽型,偏鄉K-12人文藝術與科技素養提升計畫
一般大學,6,北北基,臺北醫學大學,大學特色類萌芽型,都會長照青銀共榮共享:建構高齡健康友善的101國際宜居城
一般大學,,,,大學特色類萌芽型,輔助科技點亮身障族群生活
一般大學,,,,大學特色類萌芽型,以食為TEN:從山上到平地(Territory)，從源頭到餐桌(Enterprise)，從學童到老人(Net)
一般大學,,,,大學特色類萌芽型,智齡質感生活聚落示範計畫
一般大學,7,北北基,淡江大學,大學特色類萌芽型,「農」情「食課」-無毒、有機印象淡水
一般大學,,,,大學特色類萌芽型,淡蘭海陸輕旅遊、智慧互動趴趴走
一般大學,,,,國際連結類萌芽型,淡水好生活—學習型城鄉建構計畫
一般大學,8,北北基,國立臺灣海洋大學,大學特色類萌芽型,打造國際旅遊島：和平島及其周邊之地域創生與永續發展
一般大學,,,,大學特色類萌芽型,逗陣來貢寮-打造共生共存共享的山海美境
一般大學,,,,大學特色類萌芽型,智慧樂活水產村
一般大學,,,,國際連結類萌芽型,三漁興旺-國際藍色經濟示範區
一般大學,9,北北基,國立臺北大學,大學特色類萌芽型,臺北大學城社會實踐萌芽計畫：邁向共學、共融與公共化
一般大學,,,,大學特色類萌芽型,環抱海山．深耕三峽：北大文化城的創生與活化
一般大學,10,北北基,國立臺北藝術大學,大學特色類萌芽型,Hi-FivePlus:從北投平埔族群到屏東原住民的國際藝術對話
一般大學,11,北北基,大同大學,大學特色類萌芽型,差異群體友善環境之建構與精進—以啟明學校之需求為關懷核心
一般大學,12,北北基,中國文化大學,大學特色類萌芽型,共創光明頂:陽明山綠能創生與社區轉型行動計畫
一般大學,13,北北基,國立臺灣藝術大學,大學特色類萌芽型,以大觀創藝聚落開展社區美學實踐計畫
一般大學,,,,大學特色類萌芽型,社會企業的藝術設計應援團
一般大學,,,,大學特色類萌芽型,文化河流文資串流－淡水河區域歷史紋理與文化資產保存計畫
一般大學,14,北北基,東吳大學,大學特色類萌芽型,老士林新共生－跨世代社區慢老計畫
一般大學,,,,大學特色類萌芽型,前世與今生—再現士林昔日百年風華
一般大學,15,桃竹苗宜花,國立聯合大學,大學特色類萌芽型,石墻紅棗特色生活共享模式建構計畫
一般大學,16,桃竹苗宜花,長庚大學,大學特色類萌芽型,社區兒少創新實踐計畫--早期療育與兒少健康促進
一般大學,,,,大學特色類萌芽型,偏鄉與人口老化社區健康照護體系建構
一般大學,17,桃竹苗宜花,國立清華大學,大學特色類萌芽型,新竹區域接地支持實驗室
一般大學,,,,大學特色類萌芽型,〝S+T+ARTS〞跨學科教育與在地自然生態文創活氧計畫
一般大學,18,桃竹苗宜花,中華大學,大學特色類萌芽型,驛動新埔–啟動霄裡溪沿線聚落的三生創新
一般大學,19,桃竹苗宜花,元智大學,大學特色類萌芽型,艾妲資訊培力
一般大學,,,,大學特色類萌芽型,桃園文化廊道-導覽?記錄?共生
一般大學,,,,大學特色類萌芽型,寰宇文化領航
一般大學,20,桃竹苗宜花,國立中央大學,大學特色類萌芽型,從閱讀泰雅到興趣驅動部落學習
一般大學,,,,大學特色類萌芽型,永續「復興」-打造智慧韌性部落
一般大學,,,,大學特色類萌芽型,楊梅社會影響力工程再造計畫
一般大學,,,,大學特色類萌芽型,藝文浸潤永續社區—中壢平鎮在地文化的紮根與共榮
一般大學,,,,國際連結類深耕型,桃海三生-型塑桃園海岸環境與人文發展永續共生
一般大學,21,桃竹苗宜花,中原大學,大學特色類深耕型,大梨救小校農創社企新生命-卓蘭「雙連梨」農產興業計畫(二)
一般大學,,,,大學特色類萌芽型,團結經濟、文化夥伴-桃園大海社區文化創生計畫II-台日軍事文化創生連結
一般大學,,,,國際連結類萌芽型,從霄裡鏈接桃園兩圳文化綠廊之永續經營計畫
一般大學,22,桃竹苗宜花,國立宜蘭大學,大學特色類萌芽型,實踐里山精神?建構永續農村
一般大學,,,,大學特色類萌芽型,Tayal(大同、南澳)原鄉部落產業亮點計畫
一般大學,23,桃竹苗宜花,國立東華大學,大學特色類深耕型,比鄰共好─在地韌性之永續培力行動計畫
一般大學,,,,大學特色類萌芽型,科技翻轉、永續培力：洄瀾共好在地創新計畫
一般大學,24,桃竹苗宜花,國立體育大學,大學特色類萌芽型,健身指導讓卓蘭地區健康樂齡，運動科學為桃園地區競技育才
一般大學,25,桃竹苗宜花,慈濟大學,大學特色類萌芽型,『生活生產觀光合一』光復鄉地方創生培力計畫
一般大學,26,中彰投,大葉大學,大學特色類萌芽型,實踐里山精神-八卦台地聚落產業共創共學計畫
一般大學,,,,大學特色類萌芽型,「食尚管理、農法自然」(第二期)-台灣茶(TWT)產業鑫人才培育2.0計畫
一般大學,27,中彰投,中山醫學大學,大學特色類萌芽型,宜居石岡，永續健康
一般大學,28,中彰投,中國醫藥大學,大學特色類萌芽型,預防與照護雙軌續航：以人為本的智慧長照x具溫度的科技中醫
一般大學,29,中彰投,亞洲大學,大學特色類萌芽型,打造高齡失智友善城鎮:失智識能x瑞智升級x智能輔助
一般大學,30,中彰投,東海大學,大學特色類深耕型,社區高齡服務支持系統的實踐：大學社區共作與國際連結
一般大學,,,,大學特色類萌芽型,大肚山地方教育創生
一般大學,31,中彰投,國立中興大學,大學特色類深耕型,浪愛齊步走：流浪動物減量與福祉實踐
一般大學,,,,大學特色類萌芽型,清流部落賽德克族風華再現計畫
一般大學,32,中彰投,靜宜大學,大學特色類深耕型,建構幸福銀髮生態圈
一般大學,33,中彰投,逢甲大學,大學特色類萌芽型,大學伴‧偏鄉善：打造銀享智融的移動服務影響圈
一般大學,,,,大學特色類萌芽型,綠色諧能?循環永續之國際共好計畫
一般大學,,,,大學特色類萌芽型,部落創生的參與者共保系統計畫
一般大學,,,,大學特色類萌芽型,臺中市文化城中城地方創生計畫
一般大學,34,中彰投,國立彰化師範大學,大學特色類萌芽型,深耕芳苑攜手大城：彰化雙城之產業與環境永續計畫
一般大學,,,,大學特色類萌芽型,白沙×共好教育：十二年國教深耕偏鄉教育計畫
一般大學,,,,大學特色類萌芽型,社頭織襪-創新、創業、創生
一般大學,35,中彰投,國立暨南國際大學,大學特色類深耕型,永續環境推動與人才培育計畫:深耕水沙連x開拓東南亞x邁向SDGs
一般大學,,,,大學特色類萌芽型,翻轉偏鄉教育的方法—建構鄉村教育協力隊網絡平台與行動策略
一般大學,,,,國際連結類萌芽型,地方產業創生與永續發展--南投縣鄉村旅遊深耕計畫
一般大學,36,中彰投,國立臺中教育大學,大學特色類萌芽型,新生活實驗室．舊城區永續－社企實踐創新育成國際平台計畫
一般大學,,,,大學特色類萌芽型,〈世代攜手‧城市共榮──中教「大學城」之大學社會責任實踐計畫〉
一般大學,37,雲嘉南,國立中正大學,大學特色類萌芽型,重構大學路：認識、認同與共同行動
一般大學,,,,大學特色類萌芽型,植種‧結晶‧昇華—雲嘉地區中小學科學教育揚升計畫
一般大學,,,,國際連結類萌芽型,竹光發熱綠金計畫-臺灣竹業展風華
一般大學,38,雲嘉南,國立成功大學,大學特色類萌芽型,農牧共好與農綠共生：以科技民主為行動核心的技術與價值創新
一般大學,,,,大學特色類萌芽型,惡地協作：淺山地區之區域創生與跨域實踐
一般大學,,,,大學特色類萌芽型,以微生物科技導入台南市農業區的智慧新農業
一般大學,,,,國際連結類深耕型,相伴2026：齡感生活微社群行動網
一般大學,39,雲嘉南,國立臺南大學,大學特色類萌芽型,為偏鄉而教─打造七股偏鄉教育補給站
一般大學,40,雲嘉南,國立臺南藝術大學,大學特色類萌芽型,臺南山區地方弱勢產業振興計畫—行銷、文創、有機
一般大學,41,雲嘉南,長榮大學,大學特色類萌芽型,相約檨仔腳-走向整全的社區經濟與照顧之路
一般大學,,,,大學特色類萌芽型,惡地護老在龍崎—青銀共好AgeLong
一般大學,,,,大學特色類萌芽型,打造台南「社創矽谷」-佈建新化歷史街區社會創新與經濟永續
一般大學,,,,國際連結類萌芽型,綠色社區根與芽行動計畫-從在地到國際
一般大學,42,雲嘉南,南華大學,國際連結類萌芽型,以慢城意涵推動宜居城鎮生活
一般大學,43,高屏澎東,高雄醫學大學,大學特色類深耕型,那瑪夏地區及高雄原鄉永續發展計畫
一般大學,,,,大學特色類萌芽型,樂活高雄˙健康城市－小港區環境教育與健康促進永續發展計畫
一般大學,44,高屏澎東,國立中山大學,大學特色類萌芽型,產學合創?在地共融-建構大學合作式培力推廣服務計畫
一般大學,,,,大學特色類深耕型,城市是一座共事館-鑲嵌於社會紋理的社區實踐TheCityasaCommuseum-SociallyEmbeddedCommunityEngagement
一般大學,,,,國際連結類萌芽型,教育知識在地化與實踐場域全球化：由高雄舊港新灣出發
一般大學,45,高屏澎東,國立屏東大學,大學特色類萌芽型,搖滾社會力：在地關懷為導向的社會企業與公益實踐培力計畫
一般大學,,,,大學特色類萌芽型,讓生命不同凡「想」-屏東身心障礙成人服務友善環境的建置
一般大學,,,,大學特色類萌芽型,朱雀先驅:屏東偏鄉三師共學模式
一般大學,,,,大學特色類萌芽型,多元文化產業推進器-屏東地方創生實踐計畫
一般大學,46,高屏澎東,國立高雄師範大學,大學特色類萌芽型,小民再造市集再生
一般大學,47,高屏澎東,國立臺東大學,大學特色類萌芽型,臺東Y計畫-共創部落好旅遊
一般大學,,,,大學特色類萌芽型,都蘭之蘭調創生
一般大學,48,高屏澎東,義守大學,大學特色類萌芽型,義守原鄉攜手共進～幸福、健康、宜居新莊園
一般大學,,,,大學特色類萌芽型,以智慧生技導入健康創客小將養成計畫
,,,,,
,大學社會責任補助計畫(USR)-技專校院,,,,
類別,序號,分區,學校,計畫類型,計畫名稱
技專校院,1,北北基,明志科技大學,大學特色類萌芽型,北臺首學帶狀文物館行動計畫
技專校院,,,,大學特色類萌芽型,新北產業鏈結經濟永續發展計畫
技專校院,2,北北基,東南科技大學,大學特色類萌芽型,淡蘭古道南路綠色旅遊培力起飛計畫
技專校院,3,北北基,致理科技大學,大學特色類萌芽型,女王的呼召—野柳國際旅遊實驗基地
技專校院,,,,大學特色類萌芽型,駐點滬尾共創綠色旅遊新價值
技專校院,,,,大學特色類萌芽型,攜手共構活躍老化與智慧樂活永續社區
技專校院,,,,大學特色類萌芽型,全通路在地關懷銀髮就醫陪伴媒合服務心價值推動計畫
技專校院,4,北北基,國立臺北科技大學,大學特色類萌芽型,木創文化攪動深根計畫
技專校院,,,,國際連結類萌芽型,原住民部落安居構築與綠色樂業推動計畫
技專校院,5,北北基,國立臺北護理健康大學,大學特色類萌芽型,鏈結區域資源升級長照專業-「北護護你健康、青銀共好標竿計畫」
技專校院,,,,大學特色類萌芽型,攜手共創萬華失智友善社區
技專校院,6,北北基,國立臺灣科技大學,大學特色類萌芽型,社區更新活化與韌性提升-以公館城南聚落為例
技專校院,,,,大學特色類萌芽型,i設計愛學習-營造老少共學的多媒體互動智慧生活環境
技專校院,,,,大學特色類萌芽型,共好2.0：走在我的身邊，成為我的夥伴
技專校院,,,,大學特色類深耕型,I-VillagesPlus城鄉牽手深化計畫
技專校院,,,,國際連結類深耕型,行動工程師培育計畫
技專校院,7,北北基,中國科技大學,大學特色類萌芽型,萬芳商圈在地產業之活化與升級-智慧城市前導實踐
技專校院,8,北北基,華夏科技大學,大學特色類萌芽型,華夏南勢在地紮根Plus
技專校院,9,桃竹苗宜花,亞東技術學院,大學特色類萌芽型,USR服務學習實踐模式應用於12年國教課程綱要之研究
技專校院,10,桃竹苗宜花,長庚科技大學,大學特色類萌芽型,多元在嘉與文化融滲：新住民社區深耕計畫
技專校院,,,,大學特色類萌芽型,在地扎根‧社會共生-健康、就業、教養賦能計畫
技專校院,,,,大學特色類萌芽型,破繭而出的形象曙光
技專校院,11,桃竹苗宜花,龍華科技大學,大學特色類萌芽型,樂生生樂—場域重現樂生院區風貌及促進文化振興計畫
技專校院,,,,大學特色類萌芽型,守護火金姑‧最愛塔寮坑
技專校院,12,桃竹苗宜花,耕莘健康管理專科學校,大學特色類萌芽型,宜蘭三星鄉農棄物六級產業與農村創生
技專校院,,,,大學特色類萌芽型,「愛在莘裡口常開」~健康護牙支持網絡與服務培力計畫
技專校院,13,桃竹苗宜花,明新科技大學,大學特色類萌芽型,一三延續、小農永續在地實踐計畫
技專校院,,,,大學特色類萌芽型,在地實踐‧社區連結-明新科技大學以社區為基礎之區域認同發展計畫
技專校院,14,桃竹苗宜花,仁德醫護管理專科學校,大學特色類萌芽型,融合長照2.0之慢城銀髮優活與地方深耕計畫II
技專校院,15,桃竹苗宜花,慈濟科技大學,大學特色類萌芽型,共創失智友善及高齡健康促進支持網絡
技專校院,16,桃竹苗宜花,萬能科技大學,大學特色類萌芽型,桃園食品安全及社區健康營造計畫
技專校院,17,中彰投,中臺科技大學,大學特色類萌芽型,場域永續與人才培育-大坑后里食農與國高中小學食安食育的社會實踐
技專校院,,,,大學特色類萌芽型,文資蘊生-深耕文化資產與人才培育計畫
技專校院,18,中彰投,弘光科技大學,大學特色類萌芽型,中部沿海敏感族群之低碳宜居環境共築計畫
技專校院,19,中彰投,南開科技大學,大學特色類萌芽型,形塑青銀共好場域實現在地永續長照-打造南投不老城鎮
技專校院,,,,大學特色類深耕型,南投百香果資源永續之煉銀網平台
技專校院,20,中彰投,修平科技大學,大學特色類萌芽型,再現田頭水-田中、社頭、二水區域整合計畫
技專校院,,,,大學特色類萌芽型,文蛤智慧養殖與科學管理永續發展計畫
技專校院,,,,大學特色類深耕型,農業地方創生系統
技專校院,21,中彰投,國立勤益科技大學,大學特色類萌芽型,中部菇類產業創生與永續經營提升計畫
技專校院,,,,大學特色類萌芽型,智慧創新在地實踐─枇杷荔枝共譜太平盛世
技專校院,22,中彰投,國立臺中科技大學,大學特色類萌芽型,啟動山城濁水台3線智慧創新商業模式-產學攜手共伴與地方產業鏈結
技專校院,23,中彰投,朝陽科技大學,大學特色類萌芽型,新農復穀-雜糧壯遊-同耕共學-擴散計畫
技專校院,,,,大學特色類萌芽型,幼老共和國之幼老共園在地老化社會創新的實踐
技專校院,,,,大學特色類萌芽型,八卦山下的科技大花現
技專校院,,,,大學特色類萌芽型,智慧商務與行銷塑造南投中寮石虎與農業優化創生社會實踐模式
技專校院,24,中彰投,嶺東科技大學,大學特色類萌芽型,人才留鄉協力創新林下經濟價值
技專校院,,,,大學特色類萌芽型,STEM科教隊，在地攜手創作優質課程計畫
技專校院,,,,大學特色類萌芽型,烏日高鐵特區社區觀光資源整合與行銷
技專校院,,,,大學特色類萌芽型,中區綠時尚循環經濟深耕計畫
技專校院,25,雲嘉南,吳鳳科技大學,大學特色類萌芽型,諸羅桃城好厝邊、安全享壽呷百二
技專校院,,,,大學特色類萌芽型,幼見幸福嘉園-嘉義非營利性幼兒園的代間共融
技專校院,26,雲嘉南,中華醫事科技大學,大學特色類萌芽型,南關線智慧健康幸福扎根計畫
技專校院,,,,國際連結類萌芽型,臺南溪北淺山地區培青富老戰略計畫暨MakeMandaluyong’shealthandwell-beingstrongagain.
技專校院,27,雲嘉南,台南應用科技大學,大學特色類萌芽型,志在琉鄉-青銀共創?價值再造
技專校院,,,,大學特色類萌芽型,消失的針線-刺繡技藝傳承與記憶延伸
技專校院,,,,大學特色類深耕型,臺南農安樂活好食在
技專校院,28,雲嘉南,南臺科技大學,大學特色類萌芽型,文化底蘊的在地創生與傳播府城vs月津
技專校院,,,,大學特色類深耕型,青銀共創攜手在地共築智慧高齡友善社區
技專校院,29,雲嘉南,國立虎尾科技大學,大學特色類萌芽型,深耕虎尾溪流域—他里霧平原螢光計畫
技專校院,,,,大學特色類萌芽型,在地固著、國際流動–文化永續跨域實踐
技專校院,,,,大學特色類深耕型,永續環境-傳續師徒精神-承續農業區域優勢
技專校院,30,雲嘉南,國立雲林科技大學,大學特色類萌芽型,雲林養雞產業之社會實踐計畫：溯源供應鏈之塑造與永續營運
技專校院,,,,大學特色類萌芽型,淺山農村的社會設計培力共構計畫
技專校院,31,雲嘉南,崑山科技大學,大學特色類萌芽型,既培力也使力－以人才培育為底蘊創生新官田
技專校院,,,,大學特色類萌芽型,南關線的飲食文化學堂–慢．食．行．旅計畫
技專校院,,,,國際連結類萌芽型,永康工業區及鄰近區域暨國際化綠色需求和永續發展
技專校院,32,雲嘉南,嘉南藥理大學,大學特色類萌芽型,濃濃香洋風，再造關廟情
技專校院,,,,大學特色類萌芽型,營造Alia(e)n宜居地
技專校院,,,,大學特色類萌芽型,永續安南環境生態與綠色產業
技專校院,33,高屏澎東,大仁科技大學,大學特色類萌芽型,社區食品安全防護網與永續環境經營
技專校院,,,,大學特色類萌芽型,長照知識整合與實踐-營造屏東在地幸福活躍老化新願景
技專校院,,,,大學特色類萌芽型,台9線原鄉特色加值發展-獅子鄉文化資產永續
技專校院,,,,大學特色類萌芽型,書香舒活宜居城：田園趣產業的推動與實踐
技專校院,34,高屏澎東,樹德科技大學,大學特色類萌芽型,城鄉資訊能力深化培育與應用推廣計畫
技專校院,,,,大學特色類深耕型,橫山USR綠色內涵整體實踐行動計畫
技專校院,35,高屏澎東,樹人醫護管理專科學校,大學特色類萌芽型,青銀攜手銀髮樂活、跨界整合實踐計畫
,36,高屏澎東,輔英科技大學,大學特色類萌芽型,大發工業區鄰近敏感區域永續健康大氣環境營造與環境教育拓展計畫
,,,,大學特色類萌芽型,永續健康促進人才培育-深耕在地時間銀行及失智照護~輔英憶路共老守護，營造共生共好社區~
技專校院,37,高屏澎東,國立澎湖科技大學,大學特色類萌芽型,文化、食安、長照—澎湖健康福祉營造工程計畫
技專校院,38,高屏澎東,高苑科技大學,大學特色類萌芽型,高雄市大岡山地區東亞多元文化融合總體營造
技專校院,39,高屏澎東,國立屏東科技大學,大學特色類萌芽型,從共森到創生之路--里山林下經濟網絡推動計畫
技專校院,40,高屏澎東,國立高雄科技大學,大學特色類萌芽型,安居桃花源．港都山線韌性城鄉營建計畫
技專校院,,,,大學特色類萌芽型,「智慧守望，環境再生」計畫(e-WATCHER)
技專校院,,,,大學特色類深耕型,海岸創生鑽石魚鄉-高雄永安漁村實踐計畫
技專校院,,,,大學特色類深耕型,「春燕築巢．地方創生」從新農業出發
技專校院,,,,國際連結類深耕型,鄰家好漁形塑計畫
技專校院,41,高屏澎東,國立高雄餐旅大學,大學特色類萌芽型,台灣風土在地酒文化復育、教育及推廣發展實踐計畫
技專校院,42,高屏澎東,文藻外語大學,大學特色類萌芽型,「溫暖白色巨塔的小螺絲釘-文藻國際志工共創就醫無障礙」USR社會實踐計畫
